day	modified_temperature
840	-4.369863013698629
841	3.7304109589041095
842	-4.2693150684931505
843	-1.8690410958904111
844	0.8312328767123287
845	-0.0684931506849315
846	-2.0682191780821917
847	-6.667945205479453
848	-10.967671232876711
849	-10.867397260273972
850	-8.567123287671233
851	-8.866849315068492
852	-7.766575342465753
853	1.6336986301369862
854	1.833972602739726
855	-6.6657534246575345
856	-7.365479452054794
857	-6.965205479452055
858	4.235068493150685
859	6.535342465753424
860	4.135616438356164
861	-0.9641095890410959
862	1.336164383561644
863	4.636438356164384
864	0.8367123287671232
865	-0.063013698630137
866	8.937260273972601
867	8.937534246575341
868	11.437808219178082
869	13.938082191780822
870	9.038356164383563
871	9.238630136986302
872	11.538904109589042
873	7.939178082191781
874	5.639452054794521
875	7.03972602739726
876	6.94
877	5.8402739726027395
878	9.04054794520548
879	7.340821917808219
880	0.6410958904109589
881	3.6413698630136984
882	-0.6583561643835617
883	-0.3580821917808219
884	0.24219178082191778
885	-0.5575342465753426
886	-1.2572602739726029
887	1.643013698630137
888	3.843287671232877
889	8.143561643835616
890	9.943835616438355
891	9.044109589041097
892	11.044383561643837
893	2.3446575342465756
894	7.244931506849315
895	12.645205479452056
896	16.145479452054794
897	14.445753424657534
898	11.546027397260275
899	15.046301369863015
900	14.146575342465754
901	14.146849315068494
902	19.64712328767123
903	20.547397260273975
904	18.347671232876714
905	18.447945205479453
906	18.64821917808219
907	15.84849315068493
908	15.548767123287671
909	10.14904109589041
910	12.24931506849315
911	17.64958904109589
912	16.94986301369863
913	14.25013698630137
914	15.65041095890411
915	11.45068493150685
916	12.950958904109589
917	15.351232876712329
918	19.451506849315066
919	10.851780821917808
920	5.852054794520548
921	5.752328767123288
922	5.552602739726027
923	4.752876712328767
924	5.053150684931507
925	7.053424657534246
926	8.453698630136985
927	7.053972602739726
928	12.054246575342466
929	11.754520547945205
930	14.454794520547944
931	10.355068493150684
932	8.855342465753424
933	12.355616438356163
934	9.555890410958904
935	5.956164383561644
936	6.456438356164384
937	7.6567123287671235
938	6.556986301369863
939	7.157260273972603
940	5.757534246575342
941	4.757808219178083
942	6.658082191780823
943	13.058356164383563
944	8.658630136986302
945	12.95890410958904
946	13.559178082191782
947	10.309452054794521
948	10.30972602739726
949	10.31
950	10.31027397260274
951	7.060547945205479
952	8.160821917808219
953	2.761095890410959
954	2.5613698630136983
955	8.161643835616438
956	10.361917808219177
957	10.862191780821917
958	7.7624657534246575
959	2.562739726027397
960	2.5630136986301366
961	2.263287671232877
962	1.8635616438356166
963	4.463835616438356
964	7.864109589041096
965	5.764383561643836
966	4.164657534246575
967	7.064931506849315
968	11.465205479452054
969	9.765479452054795
970	2.665753424657534
971	3.0660273972602736
972	2.866301369863014
973	0.06657534246575342
974	0.26684931506849313
975	3.867123287671233
976	4.017397260273973
977	4.167671232876712
978	3.3679452054794523
979	3.668219178082192
980	5.368493150684931
981	2.3687671232876713
982	1.169041095890411
983	-1.3306849315068494
984	-0.7304109589041097
985	0.8698630136986301
986	0.9701369863013698
987	1.6704109589041094
988	0.4706849315068493
989	0.470958904109589
990	-1.128767123287671
991	-1.3284931506849316
992	-3.328219178082192
993	-3.3279452054794523
994	-3.9276712328767127
995	-3.6273972602739724
996	-5.127123287671234
997	-5.226849315068494
998	-3.9265753424657537
999	-1.4263013698630136
1000	-1.526027397260274
1001	-3.725753424657534
1002	-3.0254794520547943
1003	-5.125205479452055
1004	-3.3249315068493153
1005	-3.9246575342465757
1006	-0.02438356164383565
1007	3.3758904109589043
1008	0.6761643835616438
1009	-2.5235616438356163
1010	-5.123287671232877
1011	-9.623013698630137
1012	-10.922739726027396
1013	-10.722465753424657
1014	-11.822191780821917
1015	-6.721917808219178
1016	-6.021643835616438
1017	-5.621369863013699
1018	-5.12109589041096
1019	-5.820821917808219
1020	-10.92054794520548
1021	-11.42027397260274
1022	-7.319999999999999
1023	-5.51972602739726
1024	-7.947205771403218
1025	-7.247223796510623
1026	-7.246166658778391
1027	-8.64667585130514
1028	-4.718356164383562
1029	-2.6180821917808217
1030	-6.217808219178083
1031	-6.917534246575343
1032	-9.917260273972602
1033	-11.616986301369863
1034	-15.616712328767123
1035	-17.916438356164385
1036	-8.616164383561644
1037	-2.715890410958904
1038	-2.2156164383561645
1039	-3.033439320004986
1040	-3.3516662459559896
1041	-8.831796362147708
1042	-8.15111830075051
1043	-8.114246575342467
1044	-4.913972602739726
1045	-7.913698630136985
1046	-11.113424657534248
1047	-16.413150684931505
1048	-22.31287671232877
1049	-25.012602739726027
1050	-25.01232876712329
1051	-26.912054794520547
1052	-27.91178082191781
1053	-24.81150684931507
1054	-18.61123287671233
1055	-20.610958904109587
1056	-20.01068493150685
1057	-21.41041095890411
1058	-18.310136986301373
1059	-6.20986301369863
1060	-3.80958904109589
1061	-7.8093150684931505
1062	-12.90904109589041
1063	-13.808767123287671
1064	-14.908493150684931
1065	-19.10821917808219
1066	-23.90794520547945
1067	-28.807671232876714
1068	-34.80739726027397
1069	-33.90712328767123
1070	-35.106849315068494
1071	-35.50657534246575
1072	-32.406301369863016
1073	-28.106027397260274
1074	-28.005753424657534
1075	-30.805479452054797
1076	-30.505205479452055
1077	-32.60493150684931
1078	-30.804657534246576
1079	-27.80438356164384
1080	-10.604109589041096
1081	-9.103835616438356
1082	-11.103561643835617
1083	-16.503287671232876
1084	-20.403013698630136
1085	-20.502739726027396
1086	-23.402465753424657
1087	-30.202191780821916
1088	-32.10191780821918
1089	-29.901643835616436
1090	-28.101369863013698
1091	-18.601095890410956
1092	-15.00082191780822
1093	-24.400547945205478
1094	-22.00027397260274
1095	-19.3
1096	-13.399726027397259
1097	-11.49945205479452
1098	-10.59917808219178
1099	-7.998904109589041
1100	-11.698630136986301
1101	-14.098356164383562
1102	-15.398082191780821
1103	-15.897808219178081
1104	-2.7975342465753426
1105	-3.297260273972603
1106	-12.896986301369862
1107	-24.996712328767124
1108	-25.296438356164384
1109	-29.996164383561645
1110	-28.395890410958902
1111	-28.895616438356164
1112	-23.495342465753424
1113	-19.395068493150685
1114	-20.094794520547943
1115	-14.794520547945206
1116	-12.794246575342465
1117	-22.393972602739726
1118	-24.493698630136986
1119	-27.49342465753425
1120	-31.593150684931505
1121	-30.99287671232877
1122	-27.29260273972603
1123	-25.092328767123288
1124	-21.892054794520547
1125	-22.29178082191781
1126	-9.99150684931507
1127	-11.291232876712328
1128	-9.890958904109588
1129	-7.59068493150685
1130	-16.89041095890411
1131	-27.390136986301368
1132	-23.68986301369863
1133	-27.28958904109589
1134	-29.38931506849315
1135	-26.28904109589041
1136	-25.988767123287673
1137	-25.08849315068493
1138	-34.58821917808219
1139	-37.28794520547945
1140	-34.98767123287671
1141	-31.287397260273973
1142	-27.587123287671233
1143	-12.086849315068493
1144	-6.186575342465753
1145	-0.9863013698630138
1146	-2.8860273972602744
1147	-9.585753424657534
1148	-13.985479452054795
1149	-15.485205479452055
1150	-11.984931506849316
1151	-3.4846575342465753
1152	-7.984383561643837
1153	-2.4841095890410956
1154	-3.183835616438356
1155	-7.483561643835616
1156	-23.083287671232874
1157	-9.683013698630138
1158	-3.482739726027397
1159	-16.28246575342466
1160	-22.082191780821915
1161	-14.681917808219177
1162	-7.481643835616438
1163	-22.2813698630137
1164	-27.28109589041096
1165	-27.280821917808222
1166	-30.38054794520548
1167	-33.58027397260274
1168	-34.78
1169	-31.479726027397263
1170	-23.97945205479452
1171	-14.579178082191781
1172	-9.678904109589041
1173	-15.478630136986302
1174	-18.778356164383563
1175	-19.37808219178082
1176	-21.377808219178082
1177	-22.07753424657534
